University,Date,Student,Quote,Number,Year
University of California Berkeley,10/14/2015, University of California Berkeley Jewish Student (Sarah)," “As Jews, many of us experience a climate of anti-Semitism on the UC Berkeley campus, if not in the larger East Bay area. However, few people are willing to acknowledge our reality.”<a href=""https://www.facebook.com/stephanie.taic/videos/o.464214257117172/10154180068208797/?type=2&theater"">Read more</a>",213,2015
Towson University,10/13/2015, Towson University Jewish Student (Rebecca)," “I’m Jewish, I’m from a small town, people are mean, but never had I experienced anything like this. Prior to this, I hadn’t seen any incidents of anti-Semitism on campus. I was shocked.”<a href=""http://baltimorejewishlife.com/news/news-detail.php?SECTION_ID=1&ARTICLE_ID=65281"">Read more</a>",208,2015
University of California Davis,10/13/2015, University of California Davis Student (Matthew)," “It’s just shocking for me as a Jew to see such hatefulness right outside my doorstep.” [My roommates car tire was slashed] …” It jeopardized her life. She was on the freeway and her car in danger, and everyone in the car in danger.”<a href=""http://www.jewishpress.com/news/breaking-news/swastikas-anti-semitic-graffiti-found-at-uc-davis-apartment-complex/2015/10/13/"">Read more</a>",209,2015
Claremont Colleges - Scripps,9/20/2015," Claremont Colleges, Scripps College Student (Deena)"," On college campuses today, although students have every right to disagree with some of the politics of the country, the events with the organize are not against the policies, they are against the people. They claim hatred against the Jews of Israel, and therefore the Jewish people of the world.”<a href=""http://change-magazine.org/2015/09/anti-semitism-on-campus-disguised-as-something-else/"">Read more</a>",206,2015
University of California San Diego,9/20/2015, University of California San Diego Student (Sara)," (note, student is describing encountering a fellow UC San Diego student, who is a member of SJP, in a club who recognized her)<a href=""http://blogs.timesofisrael.com/does-the-uc-system-have-an-anti-semitism-problem/"">Read more</a>",207,2015
Ohio University,9/8/2015, Ohio University Jewish Student (Becky)," “Parents came up to me last Rosh Hashanah saying they weren’t going to send their children to OU because of what happened to me and the other three students”<a href=""http://www.clevelandjewishnews.com/news/local_news/sebo-chestnut-highlight-issues-of-being-jewish-on-campus/article_a2c1ef6c-5634-11e5-aacc-c36569d8084f.html"">Read more</a>",205,2015
University of Southern California,8/31/2015, University of Southern California Jewish Student," “In an article posted on Aug 19, 2015 by theDaily Trojan, opinion writer Lida Dianti offers a personal, defamatory and thinly veiled anti-Semitic attack directed at me. I am viciously slandered as racist, elitist, entitled, and privileged. Ms. Dianti freely hurls out the age old anti-Semitic canard, of the Jew controlling money. Ms. Dianti, spins my concern for how tuition dollars are spent as a primitive fixation on money. This language contributes to the article’s use of anti-Semitic tropes that portrays the Jew as a scheming usurer.” <a href=""http://www.capoliticalreview.com/capoliticalnewsandviews/usc-bigotry-antisemitism-and-acceptance-of-violence-challenged-by-college-republicans/"">Read more</a>",204,2015
University of Chicago,7/1/2015, University of Chicago Jewish Student (Eliora)," “Who really pays the price of BDS? The answer is Diaspora Jewry. We pay for it every time a swastika is painted on a fraternity door after BDS passes in student governments, as happened atUC DavisandStanford. We pay for it when our colleges become battlegrounds over Middle East policy and stages for mock checkpoints and 'die-ins.'"" <a href=""http://www.haaretz.com/jewish-world/the-jewish-thinker/.premium-1.663848"">Read more</a>",203,2015
University of California Berkeley,6/12/2015, University of California Berkeley Jewish Student (Ori)," “Anti-Semitism is brushed off. A lot of times, students don’t even know about [the antisemitic graffiti] because it’s just scrubbed off.”<a href=""http://dailycaller.com/2015/06/11/anti-semitism-is-running-rampant-at-californias-elite-public-universities/"">Read more</a>",202,2015
University of California Los Angeles,6/11/2015, University of California Los Angeles Jewish Student (Lauren)," “SJP brought forward an anti-Israel divestment resolution to our student council. BDS, or the anti-Israel Boycotts, Divestments and Sanctions campaign had arrived in full-force at UCLA. Several of us on council suggested pro-peace, pro-dialogue alternatives. But these anti-Israel groups wanted nothing to do with anything positive. We ended up having a 12-hour public hearing where students were yelling at each other. Watch it on YouTube. Several of us noted our frustration with divestment and anti-Israel language being the only solution SJP was willing to accept.”<a href=""https://www.youtube.com/watch?v=WELTfBmMb8g"">Read more</a>",200,2015
University of Missouri,6/11/2015, University of Missouri Pro-Israel student (Destiny)," “Professor Smith has used his tenure to bring in anti-Israel speakers with university funding. Recently, six university departments sponsored a talk by author Saree Makdisi, who has said it is more important to eliminate the Jewish state than to create a Palestinian one. He uses his reputation to get several departmental sponsors. But when Students Supporting Israel or CUFI asks these same departments to co-sponsor events, we wither don’t hear back or we hear, ‘we cannot help you.’ It’s not fair.”<a href=""http://www.jns.org/latest-articles/2015/6/11/israel-crisis-averted-in-missouri-as-biology-professors-anti-zionist-course-nixed"">Read more</a>",201,2015
Stanford University,5/23/2015, Stanford University Jewish Student (Liana)," “The night of the first [divestment] vote, one of the pro-divestment students got up and shouted ‘Long live the intifada’ and stormed out of the room. That was extremely disturbing.”<a href=""http://www.haaretz.com/jewish-world/jewish-world-features/1.657753"">Read more</a>",199,2015
Stanford University,5/21/2015, Stanford University Student (Liana)," “some Jewish students on [my] campus feel they have to hide who they are. [I] know several who tuck their Star of David necklaces inside their shirts, self-conscious about drawing attention to their Jewish identity.”<a href=""http://www.jweekly.com/article/full/74731/bds-on-campus-part-ii-when-does-anti-israel-become-anti-semitic"">Read more</a>",198,2015
University of California Santa Cruz,5/17/2015, University of California Santa Cruz Jewish Student (Amanda)," “It feels like we’re being punished for our heritage. It’s like, whatever is going on with these things in Israel is bad, and those who are connected and associated with it are bad. I see it as an animosity campaign.”<a href=""https://venusinfuzz.wordpress.com/2015/05/17/students-for-justice-in-palestine-set-up-mock-checkpoints/"">Read more</a>",197,2015
University of Arizona,5/6/2015, University of Arizona Jewish Student (Alexis)," “Never in their wildest dreams would my parents have imagined that I would feel threatened or frightened over the fact that I am Jewish on an American college campus. The reality of the situation is that anti-Semitism and anti-Semitism masked, as anti-Zionism, has become the new reality of many college campuses throughout the country.”<a href=""http://www.cameraoncampus.org/blog/israel-advocacy-and-bds-at-the-university-of-arizona/"">Read more</a>",196,2015
University of California Los Angeles,5/3/2015, University of California Los Angeles Jewish Student (Arielle)," “Over the course of this year, my Jewish identity was politicized and attacked.”<a href=""http://www.jewishjournal.com/opinion/article/why_i_support_scr_35_an_open_letter_to_state_sen._jeff_stone"">Read more</a>",191,2015
University of California Los Angeles,5/3/2015, University of California Los Angeles Jewish Student (Unnamed Student)," “When coming to UCLA, I knew I would have to defend my pro-Israel identity. Never did I think I would have to defend my Jewish identity.”<a href=""http://www.jewishjournal.com/opinion/article/why_i_support_scr_35_an_open_letter_to_state_sen._jeff_stone"">Read more</a>",192,2015
University of California Los Angeles,5/3/2015, University of California Los Angeles Jewish Student (Arielle)," “The systematic delegitimization, demonization and setting of double standards in relation to the Jewish state has led to the delegitimization, demonization and setting of double standards in relation to the Jewish people. It would be naive not to recognize the clear correlation between anti-Israel, anti-Zionist and anti-Semitic activity on college campuses.”<a href=""http://www.jewishjournal.com/opinion/article/why_i_support_scr_35_an_open_letter_to_state_sen._jeff_stone"">Read more</a>",193,2015
University of California Los Angeles,5/3/2015, University of California Los Angeles Jewish Student (Arielle)," “The boycott, divestment and sanctions (BDS) movement and its champions on college campuses clearly incite hate against Jewish students and the Jewish people. It is on campuses that legitimize the BDS movement where anti-Semitic Yik Yaks are posted, where phrases such as “Hitler did nothing wrong” can be found etched into tables in the cafeteria, where it is socially acceptable to wear T-shirts that read “Israel Kills” and where it is OK to almost deny a Jewish student a position of leadership based solely on her religious identity.”<a href=""http://www.jewishjournal.com/opinion/article/why_i_support_scr_35_an_open_letter_to_state_sen._jeff_stone"">Read more</a>",194,2015
University of California Los Angeles,5/3/2015, University of California Los Angeles Jewish Student (Arielle)," “What these people fail to recognize is the clear cause of the blatant rise in hatred of Jews — the rise of the BDS movement. Jewish students are being attacked — not because they are Jewish but because the Jewish state is Jewish, and they as Jews, have somehow become extensions of the Jewish state and its policies. Our identities as Jewish students on this campus have been politicized, time and again…”<a href=""http://www.jewishjournal.com/opinion/article/why_i_support_scr_35_an_open_letter_to_state_sen._jeff_stone"">Read more</a>",195,2015
CUNY Brooklyn College,4/20/2015, CUNY Brooklyn College Jewish Graduate (Melanie)," “If you were openly Jewish, it could work against you.”<a href=""http://www.thejewishweek.com/news/new-york/jewish-students-caught-identity-politics-crossfire"">Read more</a>",145,2015
CUNY Brooklyn College,4/20/2015, CUNY Brooklyn College (Article Author)," “Though [Melanie] never ran for office, she said it was commonplace for student body representatives to hide their Jewish identity in order to solicit votes.”<a href=""http://www.thejewishweek.com/news/new-york/jewish-students-caught-identity-politics-crossfire"">Read more</a>",146,2015
Cleveland State University,4/20/2015, Cleveland State University Jewish Student (TJ)," “March 17, The Cauldron reported that swastikas were drawn on the walls in CSU’s Main Classroom, and I was at a loss for words. Until this recent event, I would have never pictured CSU as a place where something as appalling as Anti-Semitism would occur… Since receiving the email from the President’s Office and reading the article about the swastikas in The Cauldron, I expected to have heard at least a small update about the investigation or possible suspects. I haven’t heard any updates whatsoever. Why hasn’t the university updated the student body on their investigation of the crime?”<a href=""http://www.csucauldron.com/opinion/article_40dfb2fc-e7e9-11e4-80af-937455dea2c3.html"">Read more</a>",147,2015
CUNY College of Staten Island,4/20/2015, CUNY College of Staten Island Jewish Student (Stacey)," “I’ve seen videos that have taken place in the center of our campus where there are anti-Semitic rallies promoting how Jewish people suffocate the Arabs in Israel, holding them hostage and not allowing them to leave Israel for labor or college.”<a href=""http://www.yuobserver.org/2015/04/as-anti-israel-sentiment-on-college-campuses-reaches-all-time-high-anti-semitism-takes-its-place/"">Read more</a>",148,2015
CUNY College of Staten Island,4/20/2015, Article Author Discussing Experience of a Jewish Student at CUNY College of Staten Island," “..when he was walking to a night course. Some kids approached him and started taunting him, asking if he was going to blow up the building [alluding to Israel’s summer war in Gaza]. Although this was a simple comment, it had the power to evoke a lot of fear”<a href=""http://www.yuobserver.org/2015/04/as-anti-israel-sentiment-on-college-campuses-reaches-all-time-high-anti-semitism-takes-its-place/"">Read more</a>",149,2015
Marquette University,4/20/2015, Marquette University Student (Jnana)," “This [divestment] campaign has made Israel and students who support Israel as ‘the other,’ through intimidation, mistruth and alienation”<a href=""http://marquettewire.org/2015/04/21/tribune/tribune-news/musg-considers-divesting-from-unethical-companies/"">Read more</a>",150,2015
Northeastern University,4/20/2015, Northeastern University (Article Author)," “Students are even experiencing anti-Semitism in the classroom. AtNortheastern University, professor, Muhammad Shahid Alam, demonizes Israel, delegitimizes Jewish history and infringes on his student’s free speech by shutting down any differing views. A non-Jewish student that dropped his class stated that “if someone does raise a counterpoint, he uses semantics to twist it around and try to tear whoever asked the question apart.” Classrooms are a place where students should feel comfortable sharing their unique opinions. Some of the most meaningful learning experiences occur when students question course content and explore various perspectives. Therefore, violating a student’s right to free speech is also infringing on their right to learn.”<a href=""http://dailycampus.com/anti-semitism-is-everywhere-but-belongs-nowhere/"">Read more</a>",151,2015
San Diego State University,4/20/2015, San Diego State University Jewish Student (Ben)," “I’d never think this would happen here, that’s one of the main reasons why I chose this school over other schools — especially UC’s — because I did not hear anything about any anti-Semitism. Obviously, I see it now, and when prospective Jewish students ask me about San Diego State University, I feel obligated to let them know about the anti-Semitism on campus right now.”<a href=""http://www.thedailyaztec.com/66142/opinion/anti-semitic-posts-divest-from-social-progress/"">Read more</a>",152,2015
San Diego State University,4/20/2015, San Diego State University Student (Anthony)," “The mere existence of this sentiment, with no condemnation from the administration, is troubling, not just for current students, but future generations who want to call San Diego State University their home”<a href=""http://www.thedailyaztec.com/66142/opinion/anti-semitic-posts-divest-from-social-progress/"">Read more</a>",153,2015
San Diego State University,4/20/2015, San Diego State University Student (Anthony)," “It comes as no coincidence that the anti-Semitic graffiti at UCD came days after the controversial divestment movement passed the school senate. It also comes as no coincidence that the anti-Semitic posts on Yik Yak came during the divestment movement at San Diego State University. The BDS movement and new political anti-Semitism often go hand in hand, and to insist that this correlation is non-existent, despite resounding evidence, is socially irresponsible”<a href=""http://www.thedailyaztec.com/66142/opinion/anti-semitic-posts-divest-from-social-progress/"">Read more</a>",154,2015
San Diego State University,4/20/2015, San Diego State University Student (Anthony)," “This “new political anti-Semitism” is a brand that has been perpetuated by the controversial Boycott, Divestment and Sanctions movement, which seeks to pull funds from companies invested in the Israeli-Palestinian conflict. What makes this new political anti-Semitism unique is that it toes the difficult line between criticism of Israel’s domestic policy and disproportionate demonization of Israel and its inhabitants.”<a href=""http://www.thedailyaztec.com/66142/opinion/anti-semitic-posts-divest-from-social-progress/"">Read more</a>",155,2015
San Diego State University,4/20/2015, San Diego State University Jewish Student (Michael)," “As a Jewish student on this campus, and the grandson of Holocaust survivors, I was disgusted and horrified by the anti-Semitic comments on Yik Yak,” Kagan said. “It was shocking to see how even on an anonymous forum, students were comfortable to spread such hatred and even went as far as praising Hitler”<a href=""http://www.thedailyaztec.com/66142/opinion/anti-semitic-posts-divest-from-social-progress/"">Read more</a>",156,2015
Stanford University,4/20/2015, Stanford University Jewish Student (Miriam)," “A lot of this stuff has shown me that people don’t understand what anti-Semitism is and think it doesn’t exist in the U.S. anymore or that it can’t happen at Stanford.”<a href=""http://www.mercurynews.com/california/ci_28014917/swastikas-at-stanford-students-condemn-and-discuss-anti?source=rss"">Read more</a>",157,2015
Stanford University,4/20/2015, Stanford University Jewish Student (Molly)," “Over this year it’s gotten a lot worse for me. I feel like the climate has definitely changed and there seems to be less room for dialogue.”<a href=""http://www.mercurynews.com/california/ci_28014917/swastikas-at-stanford-students-condemn-and-discuss-anti?source=rss"">Read more</a>",158,2015
Stanford University,4/20/2015, Stanford University Jewish Student (Naom)," “…I do believe that the issue of anti-Semitism is one that has been somewhat shoved under the rug this year on this campus”<a href=""http://www.paloaltoonline.com/news/2015/04/27/stanford-residences-tagged-with-anti-semitic-graffiti"">Read more</a>",159,2015
Stanford University,4/20/2015, Stanford University Student & President of Stanford Israel Association (Liane)," “I don’t want to speculate to the cause of the vandalism [swastikas on a Fraternity], but afterdivestment, there has been a rise in hostility towards Jewish communities…many student groups have started refusing to co-sponsor events with the Stanford Israel Association.”<a href=""https://www.stanforddaily.com/2015/04/26/sae-painted-with-anti-semitic-graffiti/"">Read more</a>",160,2015
Stanford University,4/20/2015, Stanford University Jewish Student & Past Senator (Zane)," “…this is not the first time that Jews on campus have been told that something is not anti-Semitic by those who are not a part of the Jewish community… Just as it would be reprehensible for the JSA to tell members of other minority communities what is and is not racist, sexist or homophobic, I find it personally atrocious that members who are not participants in the Jewish community at Stanford would clearly state for the campus as a whole that their own actions were not anti-Semitic.”<a href=""http://www.stanforddaily.com/2015/04/15/dont-tell-us-how-to-feel/"">Read more</a>",161,2015
Stanford University,4/20/2015, Stanford University Jewish Student & Senate Candidate (Molly)," “Across from me in the room sat eight members of SOCC, who took notes throughout the interview. Part way through the lead interviewer asked me, “Given your strong Jewish identity, how would you vote on divestment?” I couldn’t quite process that I had actually been asked this question. Did me being Jewish mean I wasn’t qualified to serve on Senate? Did SOCC doubt my commitment to serving students of color on the basis that I am Jewish? Somewhat stunned, I asked for clarification. The SOCC interviewer responded that she had noticed I talked about my Jewish identity in the application and was wondering how this would affect my decision on divestment.”<a href=""http://www.stanforddaily.com/2015/04/13/if-i-am-not-for-myself-who-will-be-for-me/"">Read more</a>",162,2015
University of California Los Angeles,4/20/2015, University of California Los Angeles Jewish Student (Miriam P.)," “…the campus climate has been pretty hostile, and it would not be politically expedient to take a public stance [on Israel]”<a href=""http://www.jewishjournal.com/opinion/article/resolutions_alone_wont_protect_jewish_students_from_campus_anti_semitism"">Read more</a>",163,2015
University of California Los Angeles,4/20/2015, University of California Los Angeles Jewish Student (Arielle)," “…we silently pray that this will be the last one-sided resolution, the last slanderous op-ed, the last malicious Facebook post we will have to face.”<a href=""http://www.huffingtonpost.com/arielle-mokhtarzadeh/reconciling-weariness-and_1_b_7008564.html"">Read more</a>",164,2015
University of California Los Angeles,4/20/2015, University of California Los Angeles Jewish Student (Arielle)," “…with the current state of campus discourse and the incessant attacks by the BDS movement and groups hell-bent on Israel’s destruction, it’s easy to become disillusioned. To be quite honest, it is exhausting to constantly have to defend Israel against the lies, the slander and the misperceptions the anti-Israel community throws our way. Unfortunately, this year, it took a turn for the worst<a href=""http://www.huffingtonpost.com/arielle-mokhtarzadeh/reconciling-weariness-and_1_b_7008564.html"">Read more</a>",165,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Commentator & Witness at Divestment Meeting (Jerome)," “I won’t comment on the Israel-Palestine conflict, nor on the divestment bill, although I attended the meeting on Wednesday. I’ll say only this much<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/letter-to-the-editor-a-hollow-victory-for-the-jewish-community"">Read more</a>",166,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Margaux)," “I am ostracized and made fun of by majority groups because I am different, yet at the same time, I am not even afforded the decency of being recognized as a minority by other minority groups. Sadly, last night’s events only reminded me how truly alone the Jewish community is and continues to remain.”<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/letter-to-the-editor-a-hollow-victory-for-the-jewish-community"">Read more</a>",167,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Margaux)," “I am frustrated because, after reading this, most people still will not understand how difficult it is to wake up in a world ridden with anti-Semitism every single day. Bigoted stereotypes of Jews having power and control have become so ingrained in our society that it they have succeeded in invalidating Jewish people’s legitimate feelings of marginalization.”<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/letter-to-the-editor-a-hollow-victory-for-the-jewish-community"">Read more</a>",168,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Margaux)," “I am exhausted of constantly having to defend my own identity to everyone. It is not fair that I should have to go to great lengths to prove that someone’s words are internally damaging to my own self-worth while such measures would never be required of any other minority.”<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/letter-to-the-editor-a-hollow-victory-for-the-jewish-community"">Read more</a>",169,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Margaux)," “…I am disgusted by the normalization of anti-Semitic language so casually thrown around at the meeting. In those eight hours, I was told that Jews control the government, that all Jews are rich, that Zionism is racism, that the marginalization of Jewish students is justified because it prevents the marginalization of other minority groups, that Israel sterilizes its Ethiopian women (this is obviously not true), and that Palestinians in America who speak out against Israel are sought out by the IDF and denied entrance into Israel (also a ridiculous conspiracy theory). I heard a senator—someone who is supposed to bemyrepresentative—say that people were only voting against this resolution because they were afraid of losing “Jew support.” I heard my peers laugh at the mention of terrorists hurling stones at the heads of Israeli civilians intending to kill them. I saw students smile and cheer enthusiastically as a woman stood up and said the words, “I am ashamed to be a Jew.” The rhetoric I heard from students opposing Israel at this meeting could easily be equated to arguments that I have only seen in quotes at museums or mentioned in textbooks for their use in the justification of historical persecution of the Jewish race.”<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/letter-to-the-editor-a-hollow-victory-for-the-jewish-community"">Read more</a>",170,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Sarah)," “I just think it’s important for people to know that if our community sees this resolution as anti-Semitic that we should be listened to”<a href=""http://dailynexus.com/2015-04-16/divestment-fails-to-pass-again/"">Read more</a>",171,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Michelle)," “Rejecting this resolution does not mean opposing the rights of Palestinians; it means refusing to accept an agenda, promoted by this resolution; that the only way in which University of California Santa Barbara students can support Palestinians is by tearing down Jews and Israel, and by ultimately making the Jewish people stateless”<a href=""http://dailynexus.com/2015-04-16/divestment-fails-to-pass-again/"">Read more</a>",172,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Michelle)," “The divestment resolution creates a framework that alienates Jewish students at University of California Santa Barbara, in part because it establishes a clear link to the BDS movement,” Moreh said. “Moreover, the attempt to draw parallels between Israel and South Africa under apartheid is ignorant and offensive on many levels.”<a href=""http://dailynexus.com/2015-04-16/divestment-fails-to-pass-again/"">Read more</a>",173,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Alejandro)," “I believe the resolution definitely alienates the Israeli community, and through it, the Jewish community. As a student who studied in Israel and whose family lives there, I could not help but feel attacked and singled out as I walked past the divestment wall in the Arbor.”<a href=""http://dailynexus.com/2015-04-16/divestment-fails-to-pass-again/"">Read more</a>",174,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Jack)," “On this board [the apartheid wall constructed by SJP] it says Zionism equals racism … the general definition of Zionism is the belief in having a nation for the Jewish people free from persecution with the right of self-determination. Saying that idea is racism — the existence of a Jewish state is racism — personally affronts my belief in the idea that I can have a place as a Jew where I am free from persecution.”<a href=""http://dailynexus.com/2015-04-09/new-arbor-mural-assembled/"">Read more</a>",175,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Michelle)," “I’ve grown up Jewish. It’s a huge part of my identity, and it’s been really difficult to come to campus and see so much anti-Semitism that affects us today. I hadn’t really been exposed to this much anti-Semitism until I got to University of California Santa Barbara.”<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/as-senate-passes-resolution-condemning-anti-semitism-one-senator-abstains"">Read more</a>",176,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Michelle)," “As the university system that has been at the forefront of social justice… we still have swastikas being spray painted on Jewish fraternities at other UC schools. We still have student senators publicly endorsing the demise of the one Jewish state in the world, and we still have a candidate of UCLA’s judicial bored being discriminated against on the basis of her Jewish identity, and we still have flyers at University of California Santa Barbara blaming Jews for 9/11. So, we should have done this [resolution against antisemitism] after the first incident happened, we shouldn’t have waited for Jews to be targeted again.”<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/as-senate-passes-resolution-condemning-anti-semitism-one-senator-abstains"">Read more</a>",177,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Arezu)," “I used to wear a golden star of David necklace around my neck. One day, I was stopped on the street by an older woman. She praised me for having the courage to wear my necklace with pride… It wasn’t until I stepped out of my bubble, out of my comfort zone, and onto the University of California Santa Barbara campus that I understood why she felt the way that she did.”<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/as-senate-passes-resolution-condemning-anti-semitism-one-senator-abstains"">Read more</a>",178,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara Jewish Student (Arezu)," “For the first time in my life, I felt that my identity, an unchangeable part of who I am, was under attack and my entire existence as a Jew was being questioned. No one in this room can look at this past year’s incidents and tell me that anti-Semitism doesn’t exist… I don’t wear that star of David necklace anymore. I don’t tell most people that I’m Jewish, and I definitely don’t tell them that I’m pro-Israel. I actively hide these things because I’m scared. Forget the fact that people treat me differently, forget the fact that I’m subjected to racial remarks and slurs. I’m scared for my safety.”<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/as-senate-passes-resolution-condemning-anti-semitism-one-senator-abstains"">Read more</a>",179,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara (Article Author paraphrasing student quotes)," “[Jewish student Arezu] stated that she had first encountered anti-Semitism during the spring of her freshman year, when she learned of the BDS movement. Since then, she has believed that anti-Semitism is detrimental to her life and well-being on the University of California Santa Barbara campus.”<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/as-senate-passes-resolution-condemning-anti-semitism-one-senator-abstains"">Read more</a>",180,2015
University of California Santa Barbara,4/20/2015, University of California Santa Barbara (Article Author paraphrasing student quotes)," “University of California Santa Barbara Alpha Epsilon Pi chapter president and student sponsor of the resolution Daniel Lifton also spoke on behalf of the resolution, stating that he is “truly fearful” of the AEPi chapter house becoming a target for anti-Semitic acts.”<a href=""https://thebottomline.as.University of California Santa Barbara.edu/2015/04/as-senate-passes-resolution-condemning-anti-semitism-one-senator-abstains"">Read more</a>",181,2015
University of Missouri,4/20/2015, University of Missouri Jewish Student & President of SSI (Jared)," “I do think that it [the University’s response] was not punctual, and that it should have been released earlier and more quickly to when the incident actually happened, because that left us with five days wondering if the administration even cared”<a href=""http://www.komu.com/news/watchdog-organizations-write-letter-to-chancellor-following-graffiti/"">Read more</a>",182,2015
University of Missouri,4/20/2015, University of Missouri Jewish Student (Thalia)," “It becomes harder to show my Jewish identity. I’m so proud to be a Jewish student on this campus. I’m so proud to flaunt my Jewish identity but when incidents like this happen, it’s scary. This person doesn’t know me but they hate me just because of the single aspect that I’m Jewish.”<a href=""http://www.themaneater.com/stories/2015/4/13/mu-officials-investigate-anti-semitic-writing-resi/"">Read more</a>",183,2015
University of Missouri,4/20/2015, University of Missouri Jewish Student (Chantelle)," “It [seeing swastika graffiti] doesn’t make people feel safe to go to school here, and that isn’t something that we should have to worry about. You shouldn’t have to watch your back when you’re walking to class and you shouldn’t have to think about whether you’re going to be safe while you’re at school.”<a href=""http://www.themaneater.com/stories/2015/4/13/mu-officials-investigate-anti-semitic-writing-resi/"">Read more</a>",184,2015
University of New Mexico,4/20/2015, University of New Mexico Jewish Student (Alex)," “If this [divestment] vote was to pass, I would no longer feel safe. I would no longer feel comfortable as a Jewish student”<a href=""http://www.dailylobo.com/article/2015/04/4-24-asunm-divest-res-fails"">Read more</a>",185,2015
University of Texas Austin,4/20/2015, University of Texas Austin Jewish Student (Maya)," “This hateful rhetoric that is directed at my people and at me personally is one-sided”<a href=""http://www.dailytexanonline.com/2015/04/22/after-weeks-of-debate-ut-sg-votes-against-divestment-resolution"">Read more</a>",186,2015
University of Texas Austin,4/20/2015, University of Texas Austin Jewish Student (Tracy)," “UT Divest has taken a conflict in the Middle East as an opportunity to bash the Jewish community — and my community — at Texas Hillel.”<a href=""http://www.dailytexanonline.com/2015/04/15/bds-legislation-would-isolate-uts-jewish-community"">Read more</a>",187,2015
University of Toledo,4/20/2015, University of Toledo Jewish Student (Jacob)," (Author note, “Jacob Richart, a freshman at UT, said during the March 3 meeting he felt that SG decision [overturning ruling that BDS resolution was unconstitutional] was a result of manipulation”) “What these past two weeks have taught me is that bullying is an accepted form of currency at UT. What these past two weeks have taught me is to expect intimidation and manipulation of my peers at UT.”<a href=""http://independentcollegian.com/2015/04/22/news/ut-divest-put-to-vote/"">Read more</a>",188,2015
Washington University St. Louis,4/20/2015, Washington University Jewish Student (Kaity)," “Kazani’s poems did not simply seek to voice a new perspective. They made light of the Holocaust and sought to delegitimize Israel’s basic right to exist.”<a href=""http://www.studlife.com/forum/op-ed-submission/2015/04/23/the-smear-campaign-has-started/"">Read more</a>",189,2015
Washington University St. Louis,4/20/2015, Washington University Jewish Student (Kaity)," “The event made Jewish students feel unsafe, unwelcome and unheard on this campus. The conversation that night sparked an anxiety among the Jewish community here that had me up into the early hours of the morning, trying to offer reassurance and support to my friends and classmates.”<a href=""http://www.studlife.com/forum/op-ed-submission/2015/04/23/the-smear-campaign-has-started/"">Read more</a>",190,2015
Columbia University/Barnard College,3/20/2015, Barnard College JewishStudent (Daniella)," “The flyer campaign, entitled “Speak The Truth,” was intended to combat Israel Apartheid Week, an annual campaign criticizing Israel and promoting Boycott, Divestment, and Sanctions (BDS), which began Monday on college campuses across the U.S.“We’ve had our flyers vandalized and removed; it’s been more vicious and disrespectful than we’re used to,” said Daniella…a sophomore at Barnard and a board member of Aryeh (formerly LionPAC), the largest Israel advocacy group on campus.”<a href=""http://www.thejewishweek.com/news/new-york/campus-bibis-comments-complicate-things"">Read more</a>",126,2015
DePaul University,3/20/2015, DePaul University Jewish Student (Sarah)," “I felt like I was being undervalued and attacked on my own campus,”<a href=""http://depauliaonline.com/news/2015/03/21/palestinian-activist-rasmea-odeh-gets-prison-sentence-for-lying-on-immigration-papers/"">Read more</a>",127,2015
